,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,65.13589730262757,0.5290315666219245,0.6228955745697021,0.007657124327407793,True,10,6,4,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 100}",-112.48336966694428,-108.27184730134779,-107.45844196073244,-111.48001482048366,-109.1230985449506,-109.76335445889177,1.9127231053976634,180,-103.63520628045784,-104.84493316171395,-104.83813741605377,-105.42956397394386,-104.830843542071,-104.71573687484809,0.5868592012882419
1,64.42817630767823,0.7168609307293439,0.6258023738861084,0.02467005761887441,True,10,6,4,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 100}",-112.5144945661084,-108.20532188104059,-108.39234654249213,-111.15623239258822,-109.11894651894934,-109.87746838023573,1.6832207642510137,188,-103.61299826555359,-104.9548384003113,-105.73409356412691,-104.95819877135757,-104.91491274007305,-104.83500834828449,0.6837518118696541
2,63.56159334182739,0.4209347952046619,0.610960054397583,0.02670935635618165,True,10,6,4,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 4, 'min_samples_split': 16, 'n_estimators': 100}",-112.56022394717846,-108.25447530063036,-108.03428076408633,-111.55307840411247,-108.83534089378149,-109.84747986195782,1.8502879046641754,185,-103.84079159887459,-105.188964022758,-105.7580804936339,-105.7053317931345,-104.74502014334718,-105.04763761034965,0.7078585324866469
3,63.196605348587035,0.5036418013325756,0.6185784339904785,0.017209332495698452,True,10,6,4,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 4, 'min_samples_split': 32, 'n_estimators': 100}",-112.23775901135973,-108.28133933912241,-107.37250761358783,-111.44369528378803,-108.98965968093198,-109.664992185758,1.8659565137255494,179,-103.78753262700492,-105.6088676975945,-105.47722576393713,-105.65149153943925,-105.20485132055033,-105.14599378970522,0.6969039804516347
4,63.21958374977112,0.3512985648088471,0.6151750087738037,0.009365194282613579,True,10,6,8,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}",-112.76198991694007,-108.09935461107646,-107.84090863565936,-111.34849198483857,-109.13698123677408,-109.83754527705771,1.9148885632907109,184,-104.09113610863888,-105.16803349145941,-105.62963602727861,-105.4361141161863,-105.05961148048715,-105.07690624481006,0.5319561171014404
5,64.07870721817017,0.5014040757400052,0.6481842994689941,0.03888593477363539,True,10,6,8,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 100}",-112.77727751351648,-108.22274499873419,-107.88690679902712,-111.41280706107759,-109.21080325827316,-109.9021079261257,1.892512066062056,190,-104.1643009287283,-105.24992366834546,-105.6658934392471,-105.45688187148603,-105.23842790342822,-105.15508556224702,0.5195382761056888
6,64.60081906318665,0.5547354554400126,0.6823798179626465,0.054902906072647105,True,10,6,8,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 100}",-112.34250221208114,-108.4704467110243,-107.5806287514202,-111.40839530568165,-109.0294114941699,-109.76627689487546,1.8073568574714995,181,-103.7536398087959,-105.4773514607196,-105.37797868841557,-105.69488934276892,-105.02739654456663,-105.06625116905334,0.6907708324052445
7,65.72624878883362,0.5687519945317162,0.6892744541168213,0.07425243943637626,True,10,6,8,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 8, 'min_samples_split': 32, 'n_estimators': 100}",-112.38955410195939,-108.15146508966556,-107.6859511015157,-111.38831893468384,-109.28662701607867,-109.78038324878064,1.8263102319705842,182,-104.13304070814797,-105.48093253120824,-105.81754573264286,-105.54491988264378,-105.54719327744951,-105.30472642641845,0.5972206836443396
8,64.37790856361389,0.6904147205911307,0.6286444187164306,0.03578620494944879,True,10,6,16,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 100}",-112.7438521957265,-108.012703780484,-108.06853521892725,-111.25415232499192,-108.98238502653591,-109.81232570933312,1.8783480736133282,183,-104.73440855834902,-105.65495963889171,-106.27811153578192,-105.77377568366734,-105.3911021239122,-105.56647150812043,0.5060276420822283
9,64.21343097686767,0.3246441122973888,0.6392830848693848,0.04520597074474726,True,10,6,16,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 16, 'min_samples_split': 8, 'n_estimators': 100}",-112.50737057683214,-108.0557636456218,-107.41358119181433,-111.4199675198357,-108.81782348681388,-109.64290128418357,1.9765007495123548,177,-104.46730529285026,-105.61970679855789,-105.86521904042246,-105.90209411695704,-105.19290182647693,-105.40944541505291,0.5346328321532742
10,63.77323937416077,0.127073841263536,0.61758451461792,0.02409770526215604,True,10,6,16,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 16, 'min_samples_split': 16, 'n_estimators': 100}",-112.55160601459913,-108.61786934293504,-107.6253647698035,-111.41675123240267,-109.1376719995826,-109.8698526718646,1.8289873090397388,187,-104.55676019362684,-106.14760219856593,-106.03671100942208,-105.83947349892935,-105.61545630662808,-105.63920064143444,0.5707603647566779
11,63.19380488395691,0.6886015638790092,0.6240010261535645,0.014305745545625543,True,10,6,16,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 16, 'min_samples_split': 32, 'n_estimators': 100}",-112.56061319325191,-107.83052736499744,-107.73662254916657,-111.93073339007431,-109.24043606418128,-109.8597865123343,2.02941363994378,186,-104.45603744922813,-105.48354133078516,-106.02302612203285,-106.43438559186184,-105.64178073924678,-105.60775424663095,0.6631452847605096
12,63.52022471427917,0.317935713720865,0.6287779331207275,0.06499314512070488,True,10,6,32,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 32, 'min_samples_split': 4, 'n_estimators': 100}",-112.48828571720166,-108.31849690371492,-107.83418725045443,-111.61377637273033,-109.21764601378587,-109.89447845157744,1.8368691458218014,189,-105.21782756947138,-106.5575876914076,-106.78545819626387,-106.49906165175449,-106.21236472548291,-106.25445996687604,0.5495551397148334
13,62.73644018173218,0.46812157904943574,0.5889307022094726,0.017202601101037582,True,10,6,32,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 32, 'min_samples_split': 8, 'n_estimators': 100}",-112.42532882831736,-108.3625436340361,-107.49376687992725,-111.96904059861875,-109.54854045337903,-109.9598440788557,1.9451252833317398,191,-105.03147522831154,-106.69592090126363,-106.51848780311819,-106.88198030634324,-106.51586628959912,-106.32874610572715,0.6625425292825164
14,63.004749870300294,0.4046711372542981,0.6427711009979248,0.03299366186298831,True,10,6,32,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 32, 'min_samples_split': 16, 'n_estimators': 100}",-112.98302589878452,-108.44156754850734,-107.59326110849135,-111.94130906610394,-109.55420050318308,-110.10267282501404,2.0510610350305356,192,-105.62415330211344,-106.84959536729245,-106.69359904317564,-106.8582175563809,-106.46720097474,-106.49855324874049,0.45960637003007804
15,63.2062566280365,0.5132495928735209,0.6256969451904297,0.018562070799824703,True,10,6,32,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 32, 'min_samples_split': 32, 'n_estimators': 100}",-112.4535939842921,-107.68474003896793,-107.44048855988878,-111.6177164363954,-109.06067012655701,-109.65144182922025,2.0407613298282783,178,-105.05185408905713,-106.04010913433588,-106.49039997713037,-106.5895955851618,-106.05929799887663,-106.04625135691238,0.5443390148237052
16,89.3306086063385,0.5088056549374207,0.6232500076293945,0.019447738258142024,True,10,9,4,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 100}",-110.44200847212507,-106.08156388460355,-105.58942035443398,-109.38031898933575,-106.65549394730782,-107.62976112956123,1.922617469312765,162,-100.95807224207472,-102.54042875251771,-102.56686681140367,-102.73379196852353,-102.10358744638044,-102.18054944418002,0.6457871436166431
17,89.04473810195923,0.5289443927602558,0.6373316287994385,0.01735612408601429,True,10,9,4,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 100}",-110.41423114976578,-105.89058270041568,-105.56587410844978,-109.49056904832024,-106.8126379457771,-107.63477899054571,1.957948674050722,163,-100.92394363373488,-102.38340314664714,-102.56572379729243,-102.7573199083169,-102.15362422250259,-102.15680294169879,0.6479408497243051
18,89.03443007469177,0.5147217041549332,0.6084536075592041,0.04377084154278354,True,10,9,4,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 4, 'min_samples_split': 16, 'n_estimators': 100}",-110.52683588446222,-105.94458350455194,-105.56968288520737,-109.57891868553173,-106.79413445223238,-107.68283108239714,1.9980086665761563,167,-101.29461134072578,-102.63629520321277,-102.82410362439542,-102.98896483735604,-102.38219437209492,-102.42523387555698,0.6002659865405573
19,89.7517451286316,0.38803530587420015,0.6057558536529541,0.0168922527393564,True,10,9,4,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 4, 'min_samples_split': 32, 'n_estimators': 100}",-110.48463219202583,-105.93550819281306,-105.62181017640602,-109.68147480227853,-106.96862513267835,-107.73841009924035,1.9819311610337136,175,-101.61870333249588,-103.07734573167727,-103.0867969460237,-103.31780846136876,-102.83115754228679,-102.7863624027705,0.6037882798796128
20,89.40968747138977,0.3526096326436485,0.6091439723968506,0.012840935178476058,True,10,9,8,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}",-110.4593093785562,-106.11851804878152,-105.47093655077964,-109.62712605561494,-107.00322603817058,-107.73582321438057,1.9634912550830892,174,-101.26038012040665,-102.92810700170202,-102.63314344177103,-103.09754024648451,-102.59618949788305,-102.50307206164946,0.6486786268613801
21,89.86962652206421,0.5545772955579396,0.6068180561065674,0.01751337652381171,True,10,9,8,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 100}",-110.41099321078772,-105.89239345924412,-105.54738277232244,-109.50781817209482,-106.82491507769522,-107.63670053842887,1.9628872906736254,164,-101.22133386638181,-102.72386152743684,-102.80060146410406,-103.06467515778982,-102.56773715294571,-102.47564183373166,0.647447613223543
22,90.9973611831665,1.1094054073521258,0.6412548065185547,0.03156423291087418,True,10,9,8,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 100}",-110.41964048312703,-105.78000451691352,-105.51592703333856,-109.57992530406452,-106.75113655091052,-107.60932677767082,2.012280028419478,161,-101.28096787706866,-102.5611546936901,-102.76985510054632,-103.08709494095918,-102.45120057695654,-102.43005463784417,0.6140360044074543
23,90.9006507396698,1.1551935965523006,0.5984395980834961,0.012162760411362918,True,10,9,8,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 8, 'min_samples_split': 32, 'n_estimators': 100}",-110.35716775911024,-105.84586330953215,-105.68258452018442,-109.65241960591995,-106.85082135337557,-107.67777130962445,1.954425987510296,166,-101.67544801402381,-103.05263077326678,-103.27847672715441,-103.37495077121605,-102.79731900150217,-102.83576505743265,0.6134426355580165
24,90.2783362865448,0.7656243385022413,0.6256422996520996,0.024977531303283933,True,10,9,16,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 100}",-110.47375309174049,-105.94181426422082,-105.57196451162923,-109.70606783068192,-106.93765778088763,-107.72625149583203,1.9957698479721369,172,-101.87994883579633,-103.26632388167913,-103.39699977992119,-103.57837904862058,-103.00083449899293,-103.02449720900204,0.6024241528477222
25,90.33493185043335,0.4475010437169997,0.631458854675293,0.019004557326013864,True,10,9,16,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 16, 'min_samples_split': 8, 'n_estimators': 100}",-110.3635241637375,-105.91132094811043,-105.56087852514743,-109.81815684574478,-106.83939733148675,-107.69865556284537,2.004833696062036,168,-101.75495548796354,-103.27439398266573,-103.42462411374864,-103.63345219361666,-102.9323101832342,-103.00394719224576,0.6650562718914091
26,90.6152573108673,0.5313326421122558,0.6283659934997559,0.014506997437358416,True,10,9,16,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 16, 'min_samples_split': 16, 'n_estimators': 100}",-110.26488254371633,-105.98602049857676,-105.64595675793385,-109.65368527626406,-106.94816620752898,-107.699742256804,1.9035536090518674,169,-101.69372761430724,-103.36110903911406,-103.49016188359295,-103.53908947179305,-102.98597052260575,-103.0140117062826,0.6880172383232911
27,90.1942265510559,0.3455527101425246,0.6143750190734864,0.028616717651760142,True,10,9,16,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 16, 'min_samples_split': 32, 'n_estimators': 100}",-110.42095177046707,-105.8218278347074,-105.49250289948829,-109.65904578792522,-106.93373972540782,-107.66561360359916,2.0111318084488565,165,-101.92758004103909,-103.16865821894203,-103.38990038350387,-103.59970134175224,-103.03372657055905,-103.02391331115925,0.5811148631482398
28,89.1537431716919,0.5231231881330053,0.6298487186431885,0.030737786822018262,True,10,9,32,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 32, 'min_samples_split': 4, 'n_estimators': 100}",-110.48291574548013,-105.90389117190949,-105.4780343698773,-109.7608318899661,-107.16945225960794,-107.7590250873682,2.020833858043489,176,-102.5909578388413,-103.98718106772755,-104.2221851973326,-104.10723475436042,-103.79559273926695,-103.74063031950577,0.5919204108401439
29,89.56443891525268,0.7602135510572757,0.6035472393035889,0.007592293484557037,True,10,9,32,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 32, 'min_samples_split': 8, 'n_estimators': 100}",-110.35383171789013,-105.80755933606493,-105.39623775975315,-109.85010035423386,-107.11290963232629,-107.70412776005367,2.0444557395090954,170,-102.47973154020129,-104.05185947680003,-104.1199835237322,-104.17832173108181,-103.75806537810352,-103.71759232998377,0.6355882600848053
30,89.29712495803832,0.5641071350273926,0.6295738697052002,0.028228503375644986,True,10,9,32,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 32, 'min_samples_split': 16, 'n_estimators': 100}",-110.35748808853533,-105.78768455021863,-105.46948407264055,-109.8049496998875,-107.1034788605443,-107.70461705436526,2.023904085934056,171,-102.543900733497,-103.92405106862694,-104.1404008844455,-104.08183366072842,-103.72201264575988,-103.68243979861154,0.5874448113749293
31,89.41964187622071,0.4364356132501809,0.6080427646636963,0.03812330694181773,True,10,9,32,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 32, 'min_samples_split': 32, 'n_estimators': 100}",-110.40411634786423,-105.83480030812387,-105.45843799890777,-109.80537733844899,-107.17213337059185,-107.73497307278735,2.0258803841638002,173,-102.50882024261595,-104.03890875060925,-104.1710179423903,-104.21277562284281,-103.80552666059509,-103.74740984381069,0.6353680046590412
32,116.70986480712891,0.9571738900502341,0.6075500011444092,0.020531166857391436,True,10,12,4,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 100}",-109.95471359905389,-105.24238108518091,-105.13572488243544,-109.1170710120759,-106.15146222744501,-107.12027056123823,2.021126388836484,152,-100.0546084122052,-101.4650038098496,-101.5229214406738,-102.0225820050831,-101.31685027039025,-101.2763931876404,0.655369012184776
33,116.12904734611512,0.7398882684534199,0.6185524463653564,0.025243219024228505,True,10,12,4,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 100}",-109.90137432210501,-105.2980721474975,-105.13228504022213,-109.01268411822609,-106.21014859380458,-107.11091284437107,1.9705910205554147,150,-100.05789827087388,-101.50518720051902,-101.55831204779811,-102.00828029246004,-101.29045289786225,-101.28402614190266,0.6560670554031091
34,115.5495409488678,0.9364752267982609,0.670658540725708,0.044037997473245195,True,10,12,4,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 4, 'min_samples_split': 16, 'n_estimators': 100}",-109.91418076094894,-105.30189036246782,-105.13089380841231,-109.13497816020372,-106.26027747018193,-107.14844411244295,1.9932248592202775,155,-100.27289069060878,-101.80556012507158,-101.87318545067441,-102.26195854158215,-101.56232873338986,-101.55518470826534,0.6793630189799479
35,115.7208854675293,0.7623905580492556,0.6101672649383545,0.016793550004577405,True,10,12,4,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 4, 'min_samples_split': 32, 'n_estimators': 100}",-109.89591626939209,-105.38412152027722,-105.19508295414319,-109.14321738946869,-106.35937049645752,-107.19554172594773,1.9528299439215102,160,-100.69700915957995,-102.18735045274391,-102.33010624468488,-102.60331081291741,-101.94307368666983,-101.9521700713192,0.6629693034954545
36,116.09624419212341,0.6746758104525749,0.6208578586578369,0.02443194905481333,True,10,12,8,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}",-109.90060910210042,-105.25882089656112,-105.04714710212104,-109.02057456907244,-106.21538425972408,-107.08850718591582,1.9958981994817053,147,-100.26977951704846,-101.74715048219913,-101.85204884514135,-102.27651652448536,-101.6156220011183,-101.55222347399852,0.678406086448108
37,115.16887154579163,0.8378791210641634,0.6170445442199707,0.029808203244231706,True,10,12,8,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 100}",-109.90575070693488,-105.19827220837668,-105.12350649664504,-109.11737793812108,-106.19125877707398,-107.10723322543033,2.0144823131223855,148,-100.33644646640428,-101.7987141899084,-101.90339435916117,-102.18818782666995,-101.56627074101971,-101.55860271663269,0.6429054216145794
38,115.11565985679627,0.9254012954486729,0.6086612224578858,0.027851704018785145,True,10,12,8,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 100}",-109.92646145666232,-105.20296462777294,-105.0758629459715,-108.94702637623324,-106.20507704313559,-107.07147848995513,1.9946470631927637,145,-100.35338294845097,-101.76675712933985,-101.88263876304192,-102.19860296339509,-101.52932751525964,-101.5461418638975,0.63412353647139
39,114.81030979156495,0.7665863142424567,0.6048489093780518,0.035033439054123046,True,10,12,8,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 8, 'min_samples_split': 32, 'n_estimators': 100}",-109.88879334201926,-105.23097892320621,-105.10736683905346,-109.09620647518517,-106.28070019173215,-107.12080915423925,1.9947492256919082,153,-100.73617762794647,-102.194169783816,-102.33503783410588,-102.55820515778753,-101.94248907100524,-101.95321589493223,0.6404929329870827
40,114.26859364509582,0.45555275502932563,0.6162522792816162,0.02286411800742452,True,10,12,16,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 100}",-109.8669508806988,-105.1692247626554,-105.04985502689892,-109.09151757863421,-106.22835387752228,-107.08118042528193,2.015497107462633,146,-100.92122161784819,-102.36529162879795,-102.47697469395747,-102.62269036768916,-102.0438110660267,-102.08599787486389,0.612762623151492
41,114.18721876144409,0.36070532824777257,0.6230763912200927,0.0354044513684338,True,10,12,16,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 16, 'min_samples_split': 8, 'n_estimators': 100}",-109.90506335990844,-105.25736964964922,-105.03340088065495,-109.11857348699951,-106.27708158999977,-107.11829779344237,2.0141826415160446,151,-100.87439103320897,-102.34927048519316,-102.44485507866096,-102.68598026455156,-102.07424643541863,-102.08574865940666,0.636584440987102
42,114.03279376029968,0.318010155156954,0.5990381717681885,0.014420461067562675,True,10,12,16,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 16, 'min_samples_split': 16, 'n_estimators': 100}",-109.90856237019845,-105.25367424181933,-104.9983763790802,-109.14401862086196,-106.32008019082421,-107.12494236055684,2.0246945281226365,154,-100.87948014747789,-102.34503548932175,-102.45185572290075,-102.66611414107003,-102.14593187249822,-102.09768347465373,0.6318356870813784
43,114.24105839729309,0.555871506694413,0.6356508731842041,0.02945598669743483,True,10,12,16,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 16, 'min_samples_split': 32, 'n_estimators': 100}",-109.91942675637145,-105.23304266005617,-105.03290356618456,-109.07165655163323,-106.29518422986419,-107.11044275282192,2.012073424924196,149,-100.90126553849763,-102.32884095543655,-102.46326959363438,-102.64894610118036,-102.07215440264146,-102.08289531827806,0.6199921996843368
44,113.63700580596924,0.7281384391095094,0.6069552898406982,0.03581034337991353,True,10,12,32,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 32, 'min_samples_split': 4, 'n_estimators': 100}",-109.91066013591039,-105.31725265930112,-104.98576521920747,-109.27195823084148,-106.48362990467987,-107.19385322998808,2.0298403728227803,159,-101.59674801736303,-103.22914150217981,-103.2691864387656,-103.37771132326274,-102.84675513064244,-102.86390848244272,0.6584267038268155
45,114.60938229560853,0.8624170050785648,0.6210647106170655,0.0325278045909608,True,10,12,32,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 32, 'min_samples_split': 8, 'n_estimators': 100}",-109.9181861363743,-105.14490082397353,-104.98571386896808,-109.32469896515379,-106.44510040382926,-107.16372003965981,2.078108249373711,156,-101.66410557235267,-103.18189555475725,-103.30673411644646,-103.3386041280462,-102.81055632149692,-102.86037913861989,0.6268743847125886
